TITLE,PRICE,SALEPRICE,SALEPER,DESCRIPTION,IMGDATA,GAMEIMG,URL
올리올리 월드 (OlliOlli World),"₩ 34,000","₩ 17,000",-50%,"올리올리 월드는 개성이 넘치며 과감한 전에 없던 스케이트보드 액션 게임입니다
생생하고 활기찬 래드랜디아 세계를 돌고 통과하며 너바나로 향하는 여정에서 전설의 스케이트 신들을 만나고 그라인드 트릭 에어 실력을 발휘하면서 다채로운 캐릭터들을 만나보세요 재밌고 신기한 세상에서 보드를 타고 여행하면서 임무와 도전을 맡고 새 친구도 사귀어 보세요 캐릭터 모습과 트릭 스타일을 마음대로 꾸미고 자기표현의 기회인 여러 갈래의 길을 선택할 수 있는 스테이지에 빠져들어 ",https://store.nintendo.co.kr/media/catalog/product/cache/559013652f8c31ac036888adc145c37f/o/o/oow_keyart_1920x1080.jpg,https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/o/o/oow_keyart_1920x1080.jpg,https://store.nintendo.co.kr/70010000028264
플레게톤,"₩ 1,400","₩ 1,000",-28%,"플레게톤  지하 세계의 지옥 지역에 있는 다섯 개의 강 중 하나입니다 당신은 여기
이 지옥 같은 차원을 통과하십시오 모든 괴물을 파괴하고 두개골을 부수십시오 90년대 스타일의 그래픽이 있는 올드 스쿨 슈팅 게임 다양한 몬스터 강력한 무기의 괜찮은 무기고 어두운 분위기",https://store.nintendo.co.kr/media/catalog/product/cache/559013652f8c31ac036888adc145c37f/c/8/c882b8b65df2200d6e434a7b037ab14c622857ef0cc3b823f9a7f13b5388d514.jpg,https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/c/8/c882b8b65df2200d6e434a7b037ab14c622857ef0cc3b823f9a7f13b5388d514.jpg,https://store.nintendo.co.kr/70010000050355
Sword of Elpisia,"₩ 18,900","₩ 12,280",-35%,"마법의 검으로 변한 소녀에 관한 판타지 RPG와 그 대가
마법 도구 덕분에 문명이 발달한 세계인 테라에서는 사람들이 종종 마법의 검으로 변하는 경우가 많습니다 주인공 알도와 함께 여행을 떠나는 소녀 앨리스는 친구들을 구하기 위해 검이 되기로 결심합니다 과연 그들의 여정과 만남은 예정된 운명으로 이어질까요최대 3개의 무기 세트가 포함된 마법의 검을 사용하여 아름답고 복잡한 턴 베이스 배틀에 참여하세요 당신의 모든 세계가 픽셀화된 그래픽의 압도적인 매력으로",https://store.nintendo.co.kr/media/catalog/product/cache/559013652f8c31ac036888adc145c37f/b/a/bab1e6650463b3334bc766b4585542bb686ce103add61cb395e29f719c63e8c9.jpg,https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/b/a/bab1e6650463b3334bc766b4585542bb686ce103add61cb395e29f719c63e8c9.jpg,https://store.nintendo.co.kr/70010000048203
The Hundred Year Kingdom,"₩ 15,500","₩ 7,750",-50%,"신탁의 무녀로 불린 한 소녀와 창조주인 당신이 펼치는 이야기
이곳은 문명이 존재하지 않는 새로운 세계하얀 도화지 같은 이 세계에창조주인 당신과 신탁의 무녀이자 신화 속 여신의 이름을 가진 소녀가 있었습니다둘은 힘을 모아서 때로는 웃고 때로는 울고 때로는 기뻐하며문명을 키워나갑니다백 년 후의 세상은 어떻게 변할지당신의 눈으로 직접 확인해보세요 게임의 특징백 년 동안 건물을 짓고 개척하면서 문명을 키워나가는 간단한 턴제 시뮬레이션 게임입니다신탁의 무녀이자 ",https://store.nintendo.co.kr/media/catalog/product/cache/559013652f8c31ac036888adc145c37f/9/0/90ad3e12afa14bfb734a550be8c2ab0da9bffd4280b8a3a8919d45d6651c941e.jpg,https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/9/0/90ad3e12afa14bfb734a550be8c2ab0da9bffd4280b8a3a8919d45d6651c941e.jpg,https://store.nintendo.co.kr/70010000044928
Farm Together,"₩ 28,000","₩ 14,000",-50%,"나만의 꿈의 농장을 만들어 보세요
작은 밭을 경작하는 것부터 시작해서 지평선 끝까지 펼쳐지는 농장을 만드는 거예요농장을 키우세요 농작물을 재배하고 나무를 심고 가축을 돌보는 등의 다양한 경험을 할 수 있어요 당신에게 필요한 건 시간과 노동력뿐 경험치를 모아 레벨을 높이면 새로운 노동 아이템을 살 수 있어요시간이 부족하다고요 그런 분들에겐 좋은 상품이 있어요 트랙터를 사용하면 농사의 효율이 업 하지만 기름이 비싸니 조심히 사용하세요여유롭게 게임을 즐기세요",https://store.nintendo.co.kr/media/catalog/product/cache/559013652f8c31ac036888adc145c37f/6/2/6249de32512f00b75ae49ac56ebb2d63f280451b474f6235974a96ee91fce9ae.jpg,https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/6/2/6249de32512f00b75ae49ac56ebb2d63f280451b474f6235974a96ee91fce9ae.jpg,https://store.nintendo.co.kr/70010000044438
마법의 코드 Magic code,"₩ 14,840","₩ 3,560",-76%,"100 레벨어린이와 성인을 위해레벨 편집기
Magic Code는 프로그래밍 퍼즐 게임이며 게임은 프로그래밍 개념에 단단히 뿌리를 끼친 게임 역학을 사용합니다 이 게임을 통해 플레이어는 지시 사항 절차 및주기 시퀀스 프로그래밍의 기본 및 논리와 같은 기본 개념에 대한 실질적인 이해를 얻을 수 있습니다Magic Code 게임은 성인과 어린이를 위해 설계되었습니다 자신이나 자녀와 함께 놀고 전 세계에서 자신을 위해 수준을 창조하고 자녀 친구 사람들을 만나십시",https://store.nintendo.co.kr/media/catalog/product/cache/559013652f8c31ac036888adc145c37f/d/0/d0cf16d5e24598ccc6a5f4ec713660e711b7f0901ecf439f926776b5288e9a3a.jpg,https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/d/0/d0cf16d5e24598ccc6a5f4ec713660e711b7f0901ecf439f926776b5288e9a3a.jpg,https://store.nintendo.co.kr/70010000047710
Sudoku Zenkai,"₩ 6,680","₩ 2,000",-70%,"스도쿠 젠카이는 초보자부터 고급 플레이어까지 모두를 위한 게임입니다 어디에서나 친구와 함께 퍼즐을 풀 수 있는 새로운 차원의 스도쿠를 제공합니다
스도쿠 젠카이는 초보자와 고급 스도쿠 플레이어를 위한 게임입니다친구와 협동하여 플레이할 수 있습니다 친구와 함께 새로운 퍼즐을 시작하거나 그 까다로운 퍼즐에 도움을 요청하기만 하면 됩니다 두 개의 머리는 항상 하나보통보다 낫습니다6가지 난이도의 스도쿠 젠카이 퍼즐로 두뇌 논리 및 지각 기술을 훈련하면 연수생 수",https://store.nintendo.co.kr/media/catalog/product/cache/559013652f8c31ac036888adc145c37f/5/c/5c620b2365201e181946de5240e373efdf90b40003518c908b96c0228b79502e.jpg,https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/5/c/5c620b2365201e181946de5240e373efdf90b40003518c908b96c0228b79502e.jpg,https://store.nintendo.co.kr/70010000049428
Make the Burger,"₩ 4,700","₩ 2,350",-50%,"푸드 트럭을 운영하면서 손님을 행복하게 만들려고 노력해 본 적 있나요
삭막한 동네의 비참한 현실을 개선하고 주민들을 행복하게 만들기 위해 실력 있는 요리사가 환상적인 햄버거를 팔기 시작했습니다 문제 해결에 가장 중요한 건 우선 굶주린 배를 맛있는 음식으로 채우는 것이죠다양한 재료로 햄버거를 만들고 주문을 기억해서 제한된 시간 안에 손님들에게 건네주세요 맛있는 햄버거로 손님들을 행복하게 만들어주는 것이 목표입니다 한 가지만 기억하세요 주문에 맞는 햄버거를",https://store.nintendo.co.kr/media/catalog/product/cache/559013652f8c31ac036888adc145c37f/2/d/2d116e95bd6da6fd8c7986aff2479aa9806c53c90a15ca466cc7509f02981c0b.jpg,https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/2/d/2d116e95bd6da6fd8c7986aff2479aa9806c53c90a15ca466cc7509f02981c0b.jpg,https://store.nintendo.co.kr/70010000046571
Super Jumpy Ball,"₩ 4,900","₩ 2,450",-50%,Super Jumpy Ball은 레트로 플랫포머에서 영감을 받은 18인용의 간단하고 재미있는 2D 플랫폼 게임입니다 독창적인 레벨 디자인과 도전적인 장애물을 만나는 플레이어는 바운스 벽 점프 스파이크 및 스파이크 볼 피하기를 하면서 각 레벨을 통과해야 합니다로컬 멀티플레이어다양한 파티 모드에서 18명의 플레이어를 지원합니다 스파이크 배틀에서 친구에게 도전하거나 친선 농구 경기를 하는 것은 어떨까요글로벌 리더보드전 세계의 다양한 플레이어와 경쟁하고 1위를,https://store.nintendo.co.kr/media/catalog/product/cache/559013652f8c31ac036888adc145c37f/f/4/f45ec7e35daf0b36c8fd50951c001275140fbfbc9aedba5475a60b72035fe673.jpg,https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/f/4/f45ec7e35daf0b36c8fd50951c001275140fbfbc9aedba5475a60b72035fe673.jpg,https://store.nintendo.co.kr/70010000049340
Timelie,"₩ 23,900","₩ 14,340",-40%,"동영상을 보는 것처럼 시간을움직일 수 있는 스텔스 퍼즐 어드벤처 Timelie
미래 사건을 인지하여 과거에서 미리 탈출 전략을 수립한 뒤 적을 눈을 피하고 시간을 조종하세요 여러분은 수수께끼의 고양이 한 마리와 예지 능력을 가진 소녀를 따라다니며 함께 여정을 펼치게 됩니다예견하고 되돌리자시간선 능력으로 동영상을 보는 것처럼 시간을 앞뒤로 움직일 수 있습니다 시간선을 왼쪽으로 드래그하면 시간을 뒤로 감고 과거에 저지른 실수를 주워담을 수 있습니다 오른쪽으",https://store.nintendo.co.kr/media/catalog/product/cache/559013652f8c31ac036888adc145c37f/8/1/8100c7e2b11f1cac89adb48222ebc1476cd6e05ea02a6a2978c96d101da9853c.jpg,https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/8/1/8100c7e2b11f1cac89adb48222ebc1476cd6e05ea02a6a2978c96d101da9853c.jpg,https://store.nintendo.co.kr/70010000049044
Flying Soldiers,"₩ 11,920","₩ 1,780",-85%,"Nintendo Switch에서 기묘한 새 군단을 지휘하고 다양한 계획을 세워 새들을 전장 끝까지 안전하게 인도하세요
이 재미있는 게임에서는 모든 것이 보이는 그대로가 아닙니다 이 비행하는 병사들은 몇 센티미터도 날지 못하며 전투를 할 만한 능력도 없거든요 그러니 이 캐릭터들로 구성된 부대가 스스로 난장판에서 탈출할 수 없는 것도 놀랄 일은 아니죠 이들의 유일한 희망은 여러분의 전략적인 도움입니다가시 함정 전기 울타리 불 고리 등은 이 용감한 병사들이 ",https://store.nintendo.co.kr/media/catalog/product/cache/559013652f8c31ac036888adc145c37f/3/5/350761cd598561b7f597a16f4122bc49b4a6573ee225d07954c196c22759d731.jpg,https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/3/5/350761cd598561b7f597a16f4122bc49b4a6573ee225d07954c196c22759d731.jpg,https://store.nintendo.co.kr/70010000048871
Timothy vs the Aliens,"₩ 19,950","₩ 2,990",-85%,"캐릭터 스토리 모험이 가득한 플랫폼 퍼즐 액션이 하나로 합쳐진 이 오픈 월드를 마음껏 탐험하세요
Timothy vs the Aliens는 오픈 월드 플랫폼 어드벤처 비디오 게임으로 어느 갱스터가 자신의 흑백 도시를 총천연색 외계인들로부터 구하는 내용입니다광대한 오픈 월드인 리틀 피시 시티를 배경으로 한 이 게임에서는 자유롭게 탐험을 하며 수많은 비밀과 임무를 수행할 수 있습니다 플랫폼으로 가득한 이 도시는 그저 걸어서만 이동할 수 있는 게 아닙니다 게임",https://store.nintendo.co.kr/media/catalog/product/cache/559013652f8c31ac036888adc145c37f/1/6/16fe253645c88acfc3ab6b45d47bc49717c47e61cff6d5e8983f0d4e37999b63.jpg,https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/1/6/16fe253645c88acfc3ab6b45d47bc49717c47e61cff6d5e8983f0d4e37999b63.jpg,https://store.nintendo.co.kr/70010000048874
Griftlands,"₩ 20,500","₩ 10,250",-50%,"어떤 일을 하든지 어떤 친구를 사귀든지 어떤 카드를 획득하든지 간에 모든 결정은 중요합니다
Griftlands는 파괴된 공상 과학 세계에서 자기 방식으로 싸우고 협상하는 로그라이크식 덱 빌딩 카드 게임입니다 어떤 일을 하든지 어떤 친구를 사귀든지 어떤 카드를 획득하든지 간에 모든 결정은 중요합니다 빨리 죽을 수 있지만 각 플레이에는 탐색할 새로운 상황과 전략을 제공합니다Sal Rook 또는 Smith로 플레이합니다 자신만의 전문 덱 능력 및 탐색 지도를",https://store.nintendo.co.kr/media/catalog/product/cache/559013652f8c31ac036888adc145c37f/2/2/226ba885b371f53896f05765025cc1efb5f179bf1fe796bff1668c4fefddfa86.jpg,https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/2/2/226ba885b371f53896f05765025cc1efb5f179bf1fe796bff1668c4fefddfa86.jpg,https://store.nintendo.co.kr/70010000048846
쓰레기 퀘스트,"₩ 11,990","₩ 1,990",-83%,"너구리가 등장하는 이 귀여운 Metroidvania 플랫포머에서 우주 정거장을 타고 미친 듯이 달리세요
우주 항해쓰레기 퀘스트는 우주 정거장 딜리버런스를 배경으로 합니다 승무원은 타우 세티로의 긴 항해를 위한 준비를 막 시작했습니다 AI가 활성화되어 빠른 시스템 점검을 수행하고 있습니다두려움 없는 너구리당신은 화려한 방어 시스템에 관심이 없는 너구리 역의 쓰레기에 더러운 손만 가져가려는 너구리로 플레이합니다도전적인 싸움로봇을 파괴하고 파워업을 수집하고 ",https://store.nintendo.co.kr/media/catalog/product/cache/559013652f8c31ac036888adc145c37f/9/2/92d498c4b958c0b25c1b965c00fe1c76a65dc72fdf6ea83ea33fd053f1ea74d9.jpg,https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/9/2/92d498c4b958c0b25c1b965c00fe1c76a65dc72fdf6ea83ea33fd053f1ea74d9.jpg,https://store.nintendo.co.kr/70010000046443
Twelve Minutes,"₩ 28,000","₩ 14,000",-50%,"반복되는 시간 속에 갇힌 어떤 남자의 이야기를 다룬 인터랙티브 스릴러 게임입니다 James McAvoy Daisy Ridley Willem Dafoe 출연
TWELVE MINUTES는 간단한 클릭과 드래그 액션으로 플레이 가능한 실시간 탑다운 인터랙티브 스릴러 게임입니다 James McAvoy Daisy Ridley Willem Dafoe가 성우로 출연합니다 아내와 로맨틱한 저녁을 보낼 계획이었던 어느 날 집으로 밀고 들어온 경찰은 당신을 아내를 죽인 ",https://store.nintendo.co.kr/media/catalog/product/cache/559013652f8c31ac036888adc145c37f/9/0/90b2ae23aeb4056321a9e6171ab5b92c9a454c5cd618bc06708ff3dc36127e8e.jpg,https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/9/0/90b2ae23aeb4056321a9e6171ab5b92c9a454c5cd618bc06708ff3dc36127e8e.jpg,https://store.nintendo.co.kr/70010000048602
Ghost Sync,"₩ 18,900","₩ 13,230",-30%,"마법을 사용하는 숙녀와 개를 데리고 있는 남자의 영혼이 얽힌 운명적 RPG
사바리안이라고 불리는 사악한 야수가 우글거리는 세계에서 한 소녀가 이 위험한 존재를 사냥하기 위해 여행을 떠납니다 어느 날 그녀는 젊은 남자의 영혼에 사로잡힌 개와 마주칩니다 이 만남은 이 세계의 운명에 얽힌 미스터리 뒤에 무엇이 있는지 밝히기만을 위해 기다리는 더 긴 모험의 계기가 됩니다뛰어난 애니메이션으로 이루어진 턴 베이스 배틀에서 다가오는 적을 사로잡고 당신을 서포트하도록",https://store.nintendo.co.kr/media/catalog/product/cache/559013652f8c31ac036888adc145c37f/b/c/bc2f094682820a6a09930dd27dae50b8e90b83c3402601f55d26ee56fda67b53.jpg,https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/b/c/bc2f094682820a6a09930dd27dae50b8e90b83c3402601f55d26ee56fda67b53.jpg,https://store.nintendo.co.kr/70010000047796
레이저와이어: 나노워즈,"₩ 10,900","₩ 1,990",-81%,"레이저와이어 나노워즈와 함께 80년대로 돌아가 보세요 레트로 아케이드 스타일의 게임에 대한 진정한 찬사이며 현대적인 로그라이크 진행 방식입니다
싸우고 죽고 업그레이드하고 다시 싸워라침략하는 외계인의 끝없는 파도에서 살아남고 패배했을 때 얻은 자원을 사용하여 레이저와이어를 업그레이드하고 계속 싸우십시오레이저와이어 나노워즈는 발전기에 연결된 전선을 무기로 사용하여 적을 쏘지 않고 날카로운 단분자 필라멘트로 적을 절단하는 독특한 탄막 스타일 게임입니다웨이브가",https://store.nintendo.co.kr/media/catalog/product/cache/559013652f8c31ac036888adc145c37f/7/3/73bcd74bb7c2577aa853100917f6e7ce3a353116f24d7143e91effc795eeaaf4.jpg,https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/7/3/73bcd74bb7c2577aa853100917f6e7ce3a353116f24d7143e91effc795eeaaf4.jpg,https://store.nintendo.co.kr/70010000046925
Space Commander: War and Trade,"₩ 10,000","₩ 2,000",-80%,"Space Commander War and Trade에서 은하를 가로질러 함대를 이끌며 거래하고 별을 탐험하는 우주 파일럿이 되어 보세요
짜릿한 우주 전투부터 진정한 샌드박스 RPG 경험까지 다양한 미션과 참여형 게임플레이 메커닉으로 여러 커리어를 맛볼 수 있는 최고의 싱글 플레이어 우주 시뮬레이션 게임에 빠져 보세요취향에 따라 안전하지만 짜릿한 재미는 없는 상인의 커리어를 선택할 수도 있고 우주 레인저가 되어 영예로운 액션을 맛볼 수도 있으며 조직 폭",https://store.nintendo.co.kr/media/catalog/product/cache/559013652f8c31ac036888adc145c37f/3/5/35a2bea1e9b0fdd48b2e0c6bd4cc4e1353f814ae8082651df623bdf28e45dad3.jpg,https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/3/5/35a2bea1e9b0fdd48b2e0c6bd4cc4e1353f814ae8082651df623bdf28e45dad3.jpg,https://store.nintendo.co.kr/70010000047110
작은 곤충,"₩ 14,900","₩ 1,990",-86%,"소녀와 그녀의 영혼에 대한 놀라운 모험 플랫포머
협곡 얼음 동굴 달빛이 비치는 사막에 사악한 핑크색 영혼이 도사리고 있는 위험한 판타지 세계에 갇힌 도시 소녀 Nyah의 모험담에 빠져보세요도전적인 게임 플레이Nyah와 그녀의 가벼운 동반자로 동시에 플레이하십시오 그들은 어린 소녀가 높이 뛰어오르고 장애물을 파괴하고 위험한 악마를 물리치고 비밀 지역으로 이어지는 길을 밝혀주는 놀라운 유대감을 공유합니다NYAH가 집으로 가는 길을 찾도록 도와주세요Nyah가",https://store.nintendo.co.kr/media/catalog/product/cache/559013652f8c31ac036888adc145c37f/c/8/c8b268ad223258cd122753ef28542830c82a8a30ae16cbeeb9fdab5b52e68e6e.jpg,https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/c/8/c8b268ad223258cd122753ef28542830c82a8a30ae16cbeeb9fdab5b52e68e6e.jpg,https://store.nintendo.co.kr/70010000046438
Mastho is Together,"₩ 5,000","₩ 1,800",-64%,"즐거움과 건강 사이의 완벽한 균형을 찾으려는 무설탕 마시멜로가 자신의 꿈을 이룰 수 있게 도와주세요
무설탕 마시멜로의 달콤한 액션 플랫포머 Mastho is Together는 건전한 횡스크롤 스타일 속에서 하얗고 말랑말랑한 우리의 주인공 Mastho를 조종해서 장애물을 뛰어넘고 전진해야 하는 정밀한 플랫폼 챌린지를 선보입니다 점프와 공중 대시를 이용해서 거추장스러운 HUD도 없이 환상적인 픽셀의 향연이 펼쳐지는 퍼즐 스테이지를 진행하세요 오로지 게임플레",https://store.nintendo.co.kr/media/catalog/product/cache/559013652f8c31ac036888adc145c37f/2/1/215cf364a88a82414f89c2795d76cac3c04289aec103be05847f435c472388bf.jpg,https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/2/1/215cf364a88a82414f89c2795d76cac3c04289aec103be05847f435c472388bf.jpg,https://store.nintendo.co.kr/70010000041696
Depth of Extinction Definitive Edition,"₩ 15,500","₩ 3,870",-75%,"로그라이크 요소가 포함된 이 턴 기반 전술 RPG에서 범람된 세계를 탐험하고 끔찍한 위협으로부터 인류를 구하세요
폭력이 만연한 미래 세계에서 킬러 머신에 대한 소문이 널리 퍼졌습니다 권력을 놓고 격렬하게 경쟁하는 여러 파벌이 등장하면서 당신은 인류의 마지막 정부의 유일한 수호자가 됩니다 로그라이크 요소가 포함된 이 턴 기반 전술 RPG에서 궁극의 분대를 만들고 인류를 구할 수 있는 것은 당신뿐입니다내가 만난 가장 상세하고 몰입도 높은 턴제 전략 게임 중",https://store.nintendo.co.kr/media/catalog/product/cache/559013652f8c31ac036888adc145c37f/f/5/f5c282b8bd3fb7983067d88e522201ce306ea8e2ec7d8cc359a789255d876cbe.jpg,https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/f/5/f5c282b8bd3fb7983067d88e522201ce306ea8e2ec7d8cc359a789255d876cbe.jpg,https://store.nintendo.co.kr/70010000047764
Amazing Princess Sarah,"₩ 9,500","₩ 4,750",-50%,"얼음 성 차가운 던전 용암 동굴 등을 여행하세요 아버지와 왕을 집으로 돌려보내라
당신은 평화로운 칼레이야 왕국의 공주 사라입니다 당신의 아버지가 유혹을 받고 악마의 여주인인 릴리스에게 납치된 날 당신 왕국의 조용한 삶은 사라졌습니다 그녀의 유일한 욕망은 당신의 제국을 지배하고 당신을 죽이는 것입니다 강력한 검을 사용하여 릴리스의 모든 하수인을 죽인 다음 빠르게 다음 적에게 시체를 던져 놀라운 콤보를 수행하십시오 얼음 성 차가운 던전 용암 동굴 등을 여행",https://store.nintendo.co.kr/media/catalog/product/cache/559013652f8c31ac036888adc145c37f/8/3/83447f1198b2339fb006ed28d2225e7a884bb893e96bff0509909425adeacba2.jpg,https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/8/3/83447f1198b2339fb006ed28d2225e7a884bb893e96bff0509909425adeacba2.jpg,https://store.nintendo.co.kr/70010000041297
무한대경,"₩ 11,990","₩ 1,990",-83%,"놀라운 맥박이 뛰는 사운드 트랙으로 두뇌를 녹이는 이 플랫폼 게임에서 실력을 테스트하세요
일련의 원형 레이어를 통과하여 각 레벨의 핵심에 도달하십시오 원 안에 있는 생물을 피하고 다음 층에 도달하기 위해 신중하게 점프 시간을 정하십시오 더 깊이 들어가면 액션이 더 빠르고 더 어려워집니다 계속할 수 있습니까당신의 신경을 시험할 5 명의 보스와 함께 50 단계의 마음을 굽히는 액션이 당신을 기다리고 있습니다 스피드 런 모드에서 자신을 테스트할 수도 있습니다",https://store.nintendo.co.kr/media/catalog/product/cache/559013652f8c31ac036888adc145c37f/a/2/a2446b90f0e01b5714322748eb020c6fdd6e9ec182db126b5c4dd644ade3822a.jpg,https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/a/2/a2446b90f0e01b5714322748eb020c6fdd6e9ec182db126b5c4dd644ade3822a.jpg,https://store.nintendo.co.kr/70010000044663
Happy Game (해피 게임),"₩ 13,440","₩ 4,700",-65%,잠이 든 한 아이가 끔찍한 악몽에 빠져들고 맙니다 그 아이를 다시 행복하게 만들어 줄 수 있나요 Botanicula보타니큘라 및 CHUCHEL의 개발진이 선보이는 완전히 새로운 사이키델릭 호러 어드벤처 절대 잊을 수 없는 3가지 악몽을 견디고 거기서 탈출하세요 매력적인 또는 그 반대의 환경 속에서 아주 소름끼치는 퍼즐을 풀어 보세요 수상한 웃는 얼굴과 핑크색 토끼를 상대하세요 체코의 사이키델릭 포크 밴드 DVA가 선사하는 기괴한 노래와 귀에 거슬리는 소,https://store.nintendo.co.kr/media/catalog/product/cache/559013652f8c31ac036888adc145c37f/f/d/fddbd146909debcf4196679630e74fc4cd9a9dbd6f00ff0689a5e407a69faed1.jpg,https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/f/d/fddbd146909debcf4196679630e74fc4cd9a9dbd6f00ff0689a5e407a69faed1.jpg,https://store.nintendo.co.kr/70010000036355
그린 피닉스,"₩ 4,500","₩ 1,570",-65%,"깊은 내러티브 3D 우주 슈팅 어드벤처 게임에서 죽은 동료의 복수를 하라
그린 피닉스는 인류가 행성을 정복하고 기계가 스스로 생각하고 느낄 수 있는 먼 미래를 배경으로 한 깊은 내러티브 경험이 혼합된 3D 우주 레일 슈팅 게임이다 플레이어는 레이저 캐논과 방패를 장착한 자각형 전투기 그린 피닉스를 조종하게 된다 그린 피닉스와 죽은 조종사 다나 사이의 이야기를 들어가며 위험한 행성을 비행하고 귀중한 광물 헬리지움을 수집하라인간과 AI의 깊고 감동적인 이야",https://store.nintendo.co.kr/media/catalog/product/cache/559013652f8c31ac036888adc145c37f/b/7/b7ad889e2340b741e1be957e60492237666daddc357fbae47d243a184371af9b.jpg,https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/b/7/b7ad889e2340b741e1be957e60492237666daddc357fbae47d243a184371af9b.jpg,https://store.nintendo.co.kr/70010000046900
Timberman VS,"₩ 2,000","₩ 1,000",-50%,"장애물을 피해가며 무조건 베고 잘라라최대 4명까지 대전도 즐길 수 있는 심플 액션 게임의 결정판
플레이어는 Timberman나무꾼이 되어 나무나 토관 타이어 등을 무조건 잘라냅니다 조작 방법은 아주 간단 L과 R 버튼을 최대한 빨리 눌러 플레이 캐릭터를 오른쪽 왼쪽으로 이동시키며 계속 베기만 하면 됩니다 단 벨 때마다 위에서 가지 등의 장애물이 차례로 떨어지므로 순발력 있게 잘 피해야 클리어할 수 있습니다 두근두근 조마조마 긴장감 넘치는 액션을 즐겨보세",https://store.nintendo.co.kr/media/catalog/product/cache/559013652f8c31ac036888adc145c37f/d/1/d12f4c73c2b42a15f112c0591e0207f3fba1158cd227eaae4b7e48f879b4bef0.jpg,https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/d/1/d12f4c73c2b42a15f112c0591e0207f3fba1158cd227eaae4b7e48f879b4bef0.jpg,https://store.nintendo.co.kr/70010000046323
JARS,"₩ 16,400","₩ 4,100",-75%,JARS는 퍼즐과 타워 디펜스를 절묘하게 버무린 전략 게임이에요 항아리를 모두 부수고 석관을 보호하세요빅터 그 책에는 자네의 철학으로 상상하던 것보다 더 많은 것들이 담겨 있지가정집 지하실에서 펼쳐지는 존 빅터의 기이한 모험에 함께하세요 지하 창고 그늘에서 도사리는 위험한 악당들과 온갖 졸개들을 찾아내세요 가정집 지하에 묻힌 수상한 비밀이란 과연 무엇일까요 이 의문스러운 책의 일부 내용이 사라진 이유는 무엇일까요 게다가 대체 왜 드라큘라가 지하실에 살고,https://store.nintendo.co.kr/media/catalog/product/cache/559013652f8c31ac036888adc145c37f/6/8/681af1b5465a2dc34be785f4ba18a0924db426032fb789403502d531f6e03aaf.jpg,https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/6/8/681af1b5465a2dc34be785f4ba18a0924db426032fb789403502d531f6e03aaf.jpg,https://store.nintendo.co.kr/70010000042883
